id,board,agency,title,primary,secondary,ei_reason,labeler
0f4f403fe7d4,MCB11,Youth & Community Development,Other youth workforce development requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
38d575202041,MCB11,Department of Parks & Recreation,Placement of Evacuation Zone signage,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
da471307b061,MCB11,Department of Parks & Recreation,Plant new street trees,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
878ef76e6308,MCB11,Dept. of Health & Mental Hygiene,Programs that addresses root causes of severe childhood asthma,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d7770533a3b6,MCB11,Dept. of Health & Mental Hygiene,Provide 24-hour public access to safe and legal syringe/needle drop-off boxes,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
11dbfb3ab854,MCB11,Department for the Aging,Provide additional funding to connect more older adults to in-home case management,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4f6f98f39463,MCB11,Housing Preservation & Development,Provide housing at deeper levels of affordability,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
d371ddee8eb6,MCB11,Department of Sanitation,Provide more on-street trash cans and recycling containers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a109bc9cb1d1,MCB11,Department of Sanitation,Provide new or upgrade existing sanitation garages or other sanitation infrastructure,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
67b1740cb5f3,MCB11,Police Department,"Provide resources to train officers, e.g. in community policing",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b54ba583117e,MCB11,Housing Preservation & Development,"Provide, expand, or enhance community outreach on HPD programs and services",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
687cbfc5dc23,MCB11,Housing Preservation & Development,"Provide, expand, or enhance loan programs to rehabilitate multiple dwelling buildings",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
a00fe9637bdb,MCB11,Housing Preservation & Development,"Provide, expand, or enhance programs for housing inspections to correct code violations",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
37105f5a07e6,MCB11,Housing Preservation & Development,"Provide, expand, or enhance rental subsidies programs",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
48d8b981dfb1,MCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
779af416c0bc,MCB11,School Construction Authority,Renovate interior building component,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b953a490cbbb,MCB11,School Construction Authority,Renovate interior building component,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
db2ef708cb62,MCB11,Department of Cultural Affairs,Renovate or upgrade an existing cultural facility,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
333e0c6c4ab6,MCB11,Department of Parks & Recreation,Renovate the Mae Grant Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9cfffc567013,MCB11,Department of Parks & Recreation,Renovation of Cherry Tree Park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
231e3377eabd,MCB11,Department of Parks & Recreation,Renovation of the green turf at Marx Brothers Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b78df2fb8bd8,MCB11,NYC Housing Authority,Repair damaged walkways within NYCHA developments,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
9289dc07cb3a,MCB11,Department of Transportation,Repair of damaged sidewalks surrounding NYCHA developments,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bfb90185e08a,MCB11,Youth & Community Development,Services for migrant youth,Health and Human Services,Engagement and Inclusion,culturally responsive support and legal services for migrant youth,"claude-sonnet, rubric.md, 2026-09-23"
a7decd3a11e5,MCB11,Youth & Community Development,Services for runaway and homeless youth,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
30817c534c6b,MCB11,Department of Education,Sex education resources for youth,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a71ea7bdd343,MCB11,Department of Transportation,Sidewalk infrastructure,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d337f8744c9a,MCB11,Human Resources Administration,Specialized services for the LGBTQ+ community,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a4f46cf245ec,MCB11,Department of Transportation,Street lighting,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
40797f121406,MCB11,Department of Parks & Recreation,Trimming of trees throughout East Harlem to improve lighting,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
3f3c5067b369,MCB11,Department of Parks & Recreation,Upgrade fitness equipment at Pelham Fritz Recreation Center,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
71fc2ceedea2,MCB11,Department of Parks & Recreation,Upgrade surface of Marcus Garvey Park dog run,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
99c7324b1bb1,MCB11,Department of Environmental Protection,Water delivery infrastructure for community gardens,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
19849a161510,MCB11,Department of Education,Workshops and violence prevention services and resources for youth,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cbbd696478d9,MCB12,Department of Education,3pk & 4pk Seats,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6a48a11e4800,MCB12,Human Resources Administration,AEP/PPP,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
722acd5399ca,MCB12,Department of Parks & Recreation,Accessible Bathrooms in District 12 Parks,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4f0b3e0ab1f5,MCB12,Human Resources Administration,Allocate funding to make accessability improvemements to the entrances of residential,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
07f83de91c4a,MCB12,Dept. of Health & Mental Hygiene,Animal and pest control requests including reducing rat and mosquito populations,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
63e9bf9413f3,MCB12,Human Resources Administration,Build more accessible housing in CD12M for people with disabilities and diversify unit,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
ade6647a4ddd,MCB12,Human Resources Administration,Build more supportive housing for at-risk individuals and families in CD12M.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
afbe9152afb7,MCB12,Dept. of Health & Mental Hygiene,Create or promote programs to de-stigmatize mental health needs and encourage,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
87a1261dd5d9,MCB12,Dept. of Health & Mental Hygiene,Create or promote programs to de-stigmatize mental health needs and encourage,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
933b8808af5b,MCB12,Department of Education,Daycare Centers,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
66c4c7f6c568,MCB12,Department of Transportation,Daylighting,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
8d81f2fa7b2e,MCB12,Fire Department,EMS 13,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a60a1886ad86,MCB12,Department for the Aging,Enhance home care services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cf6bb42ecf32,MCB12,Department of Parks & Recreation,"Enhance park safety through design interventions, e.g. better lighting",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c054ee8be4e6,MCB12,Human Resources Administration,Funding for Affordable Housing,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
14e3001171bd,MCB12,Department of Parks & Recreation,Funds for Evening Afterschool Program,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6522bf52c250,MCB12,Department of Parks & Recreation,Funds for Surveyors,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
062dab0c5f94,MCB12,Department of Parks & Recreation,Hudson River Greenway Reconstruction,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b79708909898,MCB12,Department of Parks & Recreation,"Improve access to a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
7a6fbfa713bb,MCB12,Department of Parks & Recreation,"Improve access to a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ad8f070cc038,MCB12,MTA / NYC Transit,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
c56c0b4e1d3a,MCB12,Department of Parks & Recreation,Improve trash removal and cleanliness,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5db1e0848f3d,MCB12,Human Resources Administration,"Increase CD12M-specific funding for Housing-related Legal Services, including the Right",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
3391b7b6c926,MCB12,Human Resources Administration,Increase CD12M-specific funding for Immigration Legal Services,Health and Human Services,Engagement and Inclusion,immigration legal services support immigrant inclusion in civic life,"claude-sonnet, rubric.md, 2026-09-23"
c2f8d6f09c9b,MCB12,Human Resources Administration,Increase CD12M-specific funding for the Homebase program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4c3a62212a4d,MCB12,Department of Buildings,Increase DOB Inspections and Code Enforcement in CD12M Residential Buildings.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c3916a6ae972,MCB12,Housing Preservation & Development,Increase HPD Inspections and Code Enforcement in CD12M Residential Buildings.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
7d2d04d3d8ee,MCB12,Human Resources Administration,Increase affordable home ownership opportunities in CD12M.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
71d157d66540,MCB12,NYC Housing Authority,"Increase funding allocated to repair NYCHA buildings in CD12M, including funding for the",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
bea793b7225e,MCB12,Human Resources Administration,Increase funding for programs that support food-insecure residents of CD12M.,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
631c59dc42b5,MCB12,Human Resources Administration,Increase funding for supportive housing programs in CD12M to provide comprehensive,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
c895c2a18fc0,MCB12,Human Resources Administration,Increase funding to support the households in CD12M impacted by federal funding cuts to,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b4505d7b8c40,MCB12,Human Resources Administration,Increase investment in initiatives that protect rent-stabilized tenants in CD12M.,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
61f28f15deb8,MCB12,Department for the Aging,Increase transportation services capacity,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
aa1961f27bc2,MCB12,Department of Parks & Recreation,Installation of New Workout Equipment,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c3b6c7e5f153,MCB12,Department of Environmental Protection,Investigate noise complaints at specific location,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0f9bafa4bfca,MCB12,Human Resources Administration,LITCH,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
3a51b2725456,MCB12,Department of Environmental Protection,Other capital budget request for DEP,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1289d24b9af7,MCB12,Department of Environmental Protection,Other capital budget request for DEP,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
64d03cb412e8,MCB12,Housing Preservation & Development,Other capital budget request for HPD,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
eb752bd9b248,MCB12,Department for the Aging,Other expense budget request for DFTA,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7ff2a013b303,MCB12,Department for the Aging,Other expense budget request for DFTA,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3610ad4e8cba,MCB12,Department of Parks & Recreation,Other expense budget request for DPR,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4d6e6036918c,MCB12,Dept. of Health & Mental Hygiene,Other programs to address public health issues requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7c6a22fb0599,MCB12,Dept. of Health & Mental Hygiene,Other programs to address public health issues requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
adf96397e0ba,MCB12,Department of Parks & Recreation,"Other requests for park, building, or access improvements",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1f8cab90e099,MCB12,MTA / NYC Transit,Other transit service requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e361e5003b5b,MCB12,MTA / NYC Transit,Other transit service requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d16b911401c8,MCB12,Department of Parks & Recreation,Park Pathway Reconstruction,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
ba535a6500db,MCB12,Youth & Community Development,Permaculture Paid Internship,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
135ebb6c1fe5,MCB12,Department of Parks & Recreation,Playground Restoration,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d81b6e3e9ac1,MCB12,Department of Parks & Recreation,"Provide a new, or new expansion to, a building in a park",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
aef792ee74cc,MCB12,Department of Sanitation,Provide more frequent litter basket collection,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5736b94da906,MCB12,Dept. of Health & Mental Hygiene,"Provide more information and services related to STIs, HIV/AIDS, and family planning",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
19c262dae1bb,MCB12,Department of Parks & Recreation,Provide more programs in parks or recreational centers,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
7d606801e835,MCB12,Department of Parks & Recreation,Provide more programs in parks or recreational centers,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
025323a894d3,MCB12,Department of Sanitation,Provide new or increase number of sanitation trucks and other equipment,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
007e5c5ac554,MCB12,Department of Sanitation,Provide new or upgrade existing sanitation garages or other sanitation infrastructure,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ae966a5fdc09,MCB12,Department of Sanitation,Provide or expand community composting programs,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b11ab96bdb15,MCB12,Department of Education,Provide technology upgrade,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e0b66a86a317,MCB12,Department of Parks & Recreation,Reconstruct or upgrade a building in a park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
2666ae3a26a9,MCB12,Department of Parks & Recreation,Reconstruct or upgrade a building in a park,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
da1e1e5b24c5,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fa7e1fb6e059,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fb4b3442ae74,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fa444f8e89b4,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1c04d0fe59a7,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c33a4c81f759,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5563fb9750bf,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d744841676d3,MCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
0dfcf695a1ed,MCB12,Department for the Aging,Renovate or upgrade a senior center,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
56f6c1a1a6e7,MCB12,MTA / NYC Transit,Repair or upgrade subway stations or other transit infrastructure,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5d1c7de1d032,MCB12,Department of Parks & Recreation,Riverside Park Reconstruction,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
19e889cc76bb,MCB12,Department of Parks & Recreation,Roller Rink,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
488469ce5aae,MCB12,Office of Technology & Innovation (DoITT),Senior Centers Free Internet,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
04a9a49d02be,MCB12,Department of Environmental Protection,Staffing to Clean Catch Basins,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e8ea9f5780b9,MCB12,MTA / NYC Transit,Station Ventilation,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6997b778b616,MCB12,Department of Transportation,Street Reconstruction,Transportation,City Services,,"claude-sonnet, rubric.md, 2026-09-23"
e616b5833152,MCB12,MTA / NYC Transit,Upgrade Station Communication System,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d7c8a7349aa9,MCB12,Department of Transportation,bus stop furniture,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0b12d289a888,MCB12,Department of Transportation,bus wayfinding,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6ce68d668179,MCB12,Department of Education,permaculture,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c3a2de48bb2f,MCB12,Dept. of Health & Mental Hygiene,spay/neuter,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b2d7421c5a91,MCB12,Department of Transportation,station maintenance,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
8ba3ffe40ca8,MCB12,Department of Transportation,transit communications,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b7d0c34da842,MCB12,Department of Education,workforce development,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2e9e0fce69c1,MCB2,Dept. of Health & Mental Hygiene,"1. Assign a B-HEARD team to include Community District 2, Manhattan, in its catchment",Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
685cab0f1bd0,MCB2,Dept. of Health & Mental Hygiene,1. Evaluate the Intensive Mobile Treatment Program and Assign a Team to CB2's District,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cdec5521305c,MCB2,Department for the Aging,1. Fund Facade Maintenance at Greenwich House,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2d26a9bd4cac,MCB2,Department of Sanitation,"1. Further Implementation of Trash Containerization, including ""Empire bin"" style",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
d370cb74aa83,MCB2,Department of Transportation,Add ADA Pedestrian Ramps along Wooster Street,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
5e3dd0546f06,MCB2,Department of Parks & Recreation,Address Staffing Challenges,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b50eb524a363,MCB2,Department of Education,Arts Education - Fully Fund and Baseline the Allocation,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
79d1ee9fb26d,MCB2,NYC Health + Hospitals,Assign a SHOW (Street Health Outreach and Wellness Team to treat individuals in the,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4455909f6376,MCB2,Department of Environmental Protection,Build Additional Green Infrastructure,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
85a84dc9fc35,MCB2,Housing Preservation & Development,Build Affordable Housing at 2 Howard Street,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
dd387dd08fc2,MCB2,Other,Build Affordable Housing at 2 Howard Street,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
1900b2230857,MCB2,Housing Preservation & Development,Build More Affordable Housing at Gansevoort Square,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
db67953c1724,MCB2,Housing Preservation & Development,Compile and Share a Dataset of Rent-Regulated Units for Open Data,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
bda386c84af8,MCB2,Other,Create a City Office of Cannabis Business Services under the Office of the Mayor,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
bcd0149ae2d1,MCB2,School Construction Authority,Create a HS for Students with Dyslexia and other LBLDs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1dbbed70a468,MCB2,Housing Preservation & Development,Create a holistic study of the Gansevoort Square Proposal Area,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
933b99a5e539,MCB2,New York Public Library,"Create a new, or renovate or upgrade an existing public library",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
a0905a6e2ae0,MCB2,School Construction Authority,Create a sensory gym in PS 3,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
87733db98dcb,MCB2,School Construction Authority,Create the Bleecker Street School,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
0f35055c1fb0,MCB2,Other,DCAS - Affordable Housing At Gansevoort Square,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
342df8d41800,MCB2,Mayor's Office of Media & Entertainment,Enforcement of MOME Permit Specifics,Arts and Culture,,,"claude-sonnet, rubric.md, 2026-09-23"
e19434b8df94,MCB2,Youth & Community Development,Expand Food and Nutrition Services at The Door,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
989bdcb11989,MCB2,Department of Education,Expand the 3K Program to meet demand,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4c755822ab2c,MCB2,Department of Transportation,Expand the Shared Street on University Place from 13th St. to W. 4th St.,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
c68fdfc75c98,MCB2,Department of Transportation,Extend Two-Way Bicycle Lane on Lafayette St. from Prince St. to Astor Place. Jersey St.,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
b5ee2eba5d13,MCB2,Department of Education,Fund a Review and Adjustment of the CEQR Process for Estimating Future Capacity Needs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
25152839e3d9,MCB2,Office of Management & Budget,Fund the Hiring of a Urban Planning Expert for Community Boards,Engagement and Inclusion,,funds community board consultant staffing capacity,"claude-sonnet, rubric.md, 2026-09-23"
50f771c9900a,MCB2,Department of Transportation,Honor 2021 Rezoning Commitments to Redesign and Expand of Petrosino Sq. and,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ab474336e30a,MCB2,Department of Environmental Protection,Hudson Waterfront Resiliency Study,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4ce077af5dff,MCB2,Department of Parks & Recreation,Identify Locations For Dog Parks and Dog Runs,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
e0f2755782ea,MCB2,Department of Parks & Recreation,Include a fully equipped Recreation Center at 388 Hudson Street,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
b3a007ba540f,MCB2,Department of Parks & Recreation,Increase Public Art in Parks,Parks and Environment,Arts and Culture,,"claude-sonnet, rubric.md, 2026-09-23"
c1aaa7068ec2,MCB2,Department of Transportation,Install Additional Safety Improvements on Canal Street,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d990c148e183,MCB2,Department of Transportation,Install Protective Barriers for Bicycle Lane on Houston St. btw. Washington and West Sts,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d49a65471fa0,MCB2,Department of Transportation,"Install Safety Improvements at the intersection of Waverly Pl., Christopher and Grove Sts.",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
101f7d6e3318,MCB2,Department of Transportation,Install Safety Improvements on Greenwich Ave from 6th to 8th Avenues,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ac6a0e534426,MCB2,Department of Parks & Recreation,Install Water Access and Rat-Proof Irrigation Systems District-Wide,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
30d07e4d2e90,MCB2,Department of Transportation,Install a Granite Strip Bike Lane on Clarkson Street,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
25d996c3fc44,MCB2,Department of Transportation,Install a Traffic Light and Crosswalk Across Houston St. at Wooster St.,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
7d377a0955b9,MCB2,Department of Transportation,Make the Morton Street Bike Lane Safer,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0200b688a3bd,MCB2,Other,Mayor's Office of Community Mental Health - Assign a B-HEARD team to include,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
89cd04f6bf12,MCB2,Department of Education,Men Teach Program - Increase Funding,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c6bb576c9bb7,MCB2,Department of Parks & Recreation,Modernize Vesuvio Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
de9973e29991,MCB2,Department of Parks & Recreation,Pocket Park Maintenance (along Sixth Avenue Corridor),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
742249f6dc45,MCB2,Department of Education,Provide More Before- and After-School Educational Opportunities,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
379d5365052b,MCB2,Youth & Community Development,Provide More free before-school and after-school programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
310120b9253a,MCB2,School Construction Authority,Provide technology upgrades and rooftop outdoor recreation space at Harvest Collegiate,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fd6e37ee4e06,MCB2,Department of Parks & Recreation,Rat Mitigation and Sanitation,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
6514dafc7d86,MCB2,Department of Parks & Recreation,Re-imagining Playground of the Avenue of the Americas,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
9e69403e2140,MCB2,Department of Parks & Recreation,"Reconsidering the ""Time"" Landscape Garden",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
53ef41f37b12,MCB2,Department of Parks & Recreation,Redesign Downing Street Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
667978a3e0cf,MCB2,Department of Education,Reduce Class Sizes,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5e36467cf613,MCB2,Department of Parks & Recreation,Renovate Minetta Playground,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
3514dcfb011e,MCB2,School Construction Authority,Renovate the cafeteria and lobby at M721 Occupational Training Center,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
31b9c1c4bd90,MCB2,Department of Transportation,Repair and Reconstruct Belgian Blocks on Clarkson Street,City Services,Transportation,,"claude-sonnet, rubric.md, 2026-09-23"
29ab1fe3d910,MCB2,Department of Transportation,Repair and Replace Belgian Blocks on Morton Street,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9f1dcf9c0774,MCB2,Department of Transportation,Repair and Replace Belgian Blocks on Wooster Street,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ceb691ff3bcc,MCB2,Department of Transportation,Repair the Belgian Block Surface on Bond Street,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
353623da6dcb,MCB2,New York Public Library,Replace the HVAC System at the Hudson Park Library,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
56ccab36ab68,MCB2,New York Public Library,Replace the HVAC System at the Jefferson Market Branch Library,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fdf91417023c,MCB2,Department of Parks & Recreation,Replace the Surface in the Dog Runs,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
